job_title,company,category,skills,skills_list,salary,experience_level
Charity fundraiser,"Pacheco, Gordon and Lawrence",Education,EdTech,['EdTech'],120000.0,Senior Level
"Secretary, company",Williams Group,Manufacturing,"Quality Control, Supply Chain, Production Planning","['Quality Control', 'Supply Chain', 'Production Planning']",44000.0,Senior Level
Field seismologist,Moore-Chapman,Healthcare,"Nursing, Patient Care, Medical Research, Pharmaceuticals","['Nursing', 'Patient Care', 'Medical Research', 'Pharmaceuticals']",84000.0,Senior Level
Corporate investment banker,Gould-Davis,Software,"Python, Machine Learning, React","['Python', 'Machine Learning', 'React']",71000.0,Entry Level
Research scientist (life sciences),Logan and Sons,Manufacturing,"Supply Chain, Quality Control, Production Planning","['Supply Chain', 'Quality Control', 'Production Planning']",56000.0,Entry Level
Primary school teacher,Pacheco LLC,Marketing,Google Ads,['Google Ads'],72000.0,Entry Level
Technical brewer,Nguyen LLC,Education,"EdTech, Curriculum Design, Teaching, Research","['EdTech', 'Curriculum Design', 'Teaching', 'Research']",67000.0,Entry Level
"Producer, radio",Cruz PLC,Healthcare,"Nursing, Patient Care, Medical Research","['Nursing', 'Patient Care', 'Medical Research']",125000.0,Senior Level
Farm manager,Harrison and Sons,Marketing,"Google Ads, Content Writing","['Google Ads', 'Content Writing']",51000.0,Mid Level
Chartered management accountant,"Garner, Robinson and Ramirez",Healthcare,"Nursing, Pharmaceuticals, Medical Research","['Nursing', 'Pharmaceuticals', 'Medical Research']",59000.0,Senior Level
Furniture designer,"Ali, Olson and Taylor",Marketing,SEO,['SEO'],102000.0,Senior Level
Higher education careers adviser,Banks-Dean,Retail,"Customer Service, Sales, Merchandising","['Customer Service', 'Sales', 'Merchandising']",130000.0,Entry Level
Seismic interpreter,"Cross, Ward and Cohen",Marketing,"SEO, Content Writing, Google Ads","['SEO', 'Content Writing', 'Google Ads']",69000.0,Entry Level
Environmental manager,Hood and Sons,Marketing,Market Research,['Market Research'],100000.0,Entry Level
"Engineer, broadcasting (operations)",Fisher-Barnett,Manufacturing,"Production Planning, Quality Control, Supply Chain","['Production Planning', 'Quality Control', 'Supply Chain']",67000.0,Entry Level
Cabin crew,"Day, Golden and Greer",Software,"React, Machine Learning","['React', 'Machine Learning']",54000.0,Senior Level
"Programmer, applications",Hahn and Sons,Education,"Teaching, EdTech, Curriculum Design, Research","['Teaching', 'EdTech', 'Curriculum Design', 'Research']",70000.0,Entry Level
Airline pilot,"Leach, Terry and Arnold",Retail,"Sales, Customer Service, Merchandising","['Sales', 'Customer Service', 'Merchandising']",67000.0,Senior Level
Clinical psychologist,"Johnson, Edwards and Barnett",Healthcare,Nursing,['Nursing'],87000.0,Mid Level
"Investment banker, operational",Morse Group,Manufacturing,"Quality Control, Production Planning, Supply Chain","['Quality Control', 'Production Planning', 'Supply Chain']",87000.0,Senior Level
Press sub,Ramirez-Stewart,Software,"React, Machine Learning","['React', 'Machine Learning']",127000.0,Entry Level
Surgeon,Lynch Group,Finance,"Financial Modeling, SQL, Python, Excel","['Financial Modeling', 'SQL', 'Python', 'Excel']",76000.0,Senior Level
Health promotion specialist,Green Group,Healthcare,"Patient Care, Nursing, Medical Research, Pharmaceuticals","['Patient Care', 'Nursing', 'Medical Research', 'Pharmaceuticals']",148000.0,Senior Level
"Journalist, broadcasting","Novak, Dalton and Johnson",Software,"C++, SQL, Machine Learning, Python","['C++', 'SQL', 'Machine Learning', 'Python']",94000.0,Mid Level
Arts administrator,White LLC,Finance,"Excel, Financial Modeling, SQL","['Excel', 'Financial Modeling', 'SQL']",70000.0,Senior Level
Youth worker,Morgan and Sons,Marketing,"Market Research, SEO, Content Writing","['Market Research', 'SEO', 'Content Writing']",73000.0,Senior Level
"Geneticist, molecular","Strong, Contreras and Maddox",Manufacturing,"Production Planning, Supply Chain, Quality Control","['Production Planning', 'Supply Chain', 'Quality Control']",139000.0,Mid Level
Sports therapist,Solomon-Smith,Manufacturing,Quality Control,['Quality Control'],139000.0,Mid Level
Physiotherapist,Warren LLC,Software,"SQL, Python","['SQL', 'Python']",55000.0,Senior Level
Plant breeder/geneticist,"Ramirez, Martinez and Gregory",Healthcare,"Pharmaceuticals, Nursing, Medical Research","['Pharmaceuticals', 'Nursing', 'Medical Research']",148000.0,Entry Level
Manufacturing systems engineer,Brown-Perez,Manufacturing,Production Planning,['Production Planning'],79000.0,Senior Level
"Engineer, manufacturing systems","Curtis, Hernandez and Nolan",Education,"Curriculum Design, Teaching","['Curriculum Design', 'Teaching']",116000.0,Senior Level
"Conservator, furniture",Baker Inc,Finance,"SQL, Risk Analysis, Financial Modeling","['SQL', 'Risk Analysis', 'Financial Modeling']",108000.0,Mid Level
Water engineer,"Clay, Williams and Anderson",Manufacturing,"Supply Chain, Production Planning, Quality Control","['Supply Chain', 'Production Planning', 'Quality Control']",122000.0,Entry Level
"Editor, magazine features",Potter-Roberts,Marketing,"Google Ads, SEO, Market Research, Social Media","['Google Ads', 'SEO', 'Market Research', 'Social Media']",121000.0,Mid Level
Historic buildings inspector/conservation officer,Ramirez-Evans,Finance,"Financial Modeling, Python, Excel, Risk Analysis","['Financial Modeling', 'Python', 'Excel', 'Risk Analysis']",55000.0,Senior Level
"Accountant, chartered certified","Bennett, Wheeler and Lucas",Software,"Java, C++, SQL, Machine Learning","['Java', 'C++', 'SQL', 'Machine Learning']",132000.0,Entry Level
Public relations officer,Dominguez LLC,Education,EdTech,['EdTech'],50000.0,Entry Level
Risk manager,Young Ltd,Finance,"Risk Analysis, Python, Excel","['Risk Analysis', 'Python', 'Excel']",87000.0,Senior Level
Commissioning editor,Sawyer Inc,Finance,"Excel, SQL, Python","['Excel', 'SQL', 'Python']",131000.0,Entry Level
Maintenance engineer,Taylor Ltd,Finance,"Risk Analysis, Python, SQL","['Risk Analysis', 'Python', 'SQL']",42000.0,Senior Level
Patent attorney,"Small, Walker and Evans",Healthcare,"Pharmaceuticals, Medical Research, Nursing","['Pharmaceuticals', 'Medical Research', 'Nursing']",145000.0,Senior Level
Quarry manager,Morton and Sons,Marketing,"Market Research, SEO, Content Writing","['Market Research', 'SEO', 'Content Writing']",113000.0,Senior Level
"Biochemist, clinical",Savage-Murray,Healthcare,Patient Care,['Patient Care'],124000.0,Entry Level
Fitness centre manager,Ramirez-Robles,Marketing,"Google Ads, SEO","['Google Ads', 'SEO']",82000.0,Senior Level
Architect,Carr PLC,Software,"AWS, SQL","['AWS', 'SQL']",139000.0,Senior Level
Chief Marketing Officer,Hill PLC,Healthcare,"Patient Care, Medical Research","['Patient Care', 'Medical Research']",146000.0,Entry Level
"Administrator, charities/voluntary organisations",Ray-Holmes,Healthcare,"Patient Care, Medical Research","['Patient Care', 'Medical Research']",104000.0,Entry Level
Hydrologist,Walton and Sons,Software,"Java, Python","['Java', 'Python']",42000.0,Senior Level
Local government officer,Smith-Robbins,Education,"EdTech, Research, Curriculum Design","['EdTech', 'Research', 'Curriculum Design']",145000.0,Mid Level
"Teacher, secondary school",Hodges-Gaines,Finance,Financial Modeling,['Financial Modeling'],116000.0,Senior Level
Mining engineer,Soto-Richardson,Education,"Teaching, EdTech, Curriculum Design, Research","['Teaching', 'EdTech', 'Curriculum Design', 'Research']",110000.0,Entry Level
Chief of Staff,Koch-Strickland,Software,"C++, Java, AWS","['C++', 'Java', 'AWS']",53000.0,Senior Level
Heritage manager,Hobbs-Anderson,Retail,Merchandising,['Merchandising'],45000.0,Entry Level
Radiation protection practitioner,Gutierrez Ltd,Manufacturing,"Production Planning, Quality Control, Supply Chain","['Production Planning', 'Quality Control', 'Supply Chain']",116000.0,Mid Level
"Psychotherapist, dance movement",Osborne-Young,Marketing,Content Writing,['Content Writing'],121000.0,Mid Level
Arts development officer,Welch Group,Software,"SQL, C++, Python","['SQL', 'C++', 'Python']",141000.0,Mid Level
Geoscientist,"Davidson, Romero and Mathis",Education,"Research, Teaching","['Research', 'Teaching']",142000.0,Entry Level
Restaurant manager,"Smith, Rivera and Scott",Healthcare,"Nursing, Medical Research, Patient Care, Pharmaceuticals","['Nursing', 'Medical Research', 'Patient Care', 'Pharmaceuticals']",66000.0,Mid Level
"Engineer, civil (consulting)",Ross-Olson,Education,"Research, Curriculum Design, Teaching, EdTech","['Research', 'Curriculum Design', 'Teaching', 'EdTech']",104000.0,Senior Level
Animator,"Jones, Martinez and Simon",Retail,"Merchandising, Sales, Customer Service","['Merchandising', 'Sales', 'Customer Service']",102000.0,Mid Level
Patent attorney,Holloway-Lopez,Manufacturing,"Quality Control, Production Planning, Supply Chain","['Quality Control', 'Production Planning', 'Supply Chain']",53000.0,Senior Level
Phytotherapist,Jones Inc,Finance,"Python, SQL, Financial Modeling, Excel","['Python', 'SQL', 'Financial Modeling', 'Excel']",85000.0,Entry Level
"Editor, film/video","Dickson, Golden and Garza",Marketing,"Google Ads, Market Research, Content Writing","['Google Ads', 'Market Research', 'Content Writing']",139000.0,Mid Level
Games developer,Bailey-Smith,Education,EdTech,['EdTech'],43000.0,Senior Level
"Chemist, analytical",Lawrence Group,Education,"Research, EdTech, Teaching, Curriculum Design","['Research', 'EdTech', 'Teaching', 'Curriculum Design']",96000.0,Mid Level
Social worker,Hall-Quinn,Finance,"Risk Analysis, SQL, Financial Modeling, Python","['Risk Analysis', 'SQL', 'Financial Modeling', 'Python']",76000.0,Senior Level
Editorial assistant,"Robinson, Walker and Kelly",Marketing,"SEO, Content Writing, Google Ads","['SEO', 'Content Writing', 'Google Ads']",47000.0,Mid Level
Dancer,Wright Group,Marketing,"Google Ads, SEO, Content Writing","['Google Ads', 'SEO', 'Content Writing']",127000.0,Entry Level
Associate Professor,Alvarez LLC,Education,"Teaching, Research, EdTech","['Teaching', 'Research', 'EdTech']",96000.0,Senior Level
Contracting civil engineer,Brown Inc,Manufacturing,"Production Planning, Supply Chain, Quality Control","['Production Planning', 'Supply Chain', 'Quality Control']",111000.0,Senior Level
Heritage manager,Henry Group,Finance,"Financial Modeling, Excel","['Financial Modeling', 'Excel']",120000.0,Mid Level
"Administrator, Civil Service","Mckinney, Lee and Bailey",Marketing,"Google Ads, Content Writing, Social Media, SEO","['Google Ads', 'Content Writing', 'Social Media', 'SEO']",122000.0,Mid Level
Heritage manager,"Lamb, Norton and Murphy",Software,Java,['Java'],102000.0,Entry Level
"Research officer, political party",Hamilton Inc,Manufacturing,Production Planning,['Production Planning'],67000.0,Mid Level
Best boy,Espinoza-Martinez,Education,Research,['Research'],87000.0,Entry Level
Clothing/textile technologist,Serrano PLC,Education,"Curriculum Design, Teaching, EdTech","['Curriculum Design', 'Teaching', 'EdTech']",127000.0,Mid Level
Retail buyer,Lowe-Holt,Marketing,"Content Writing, Social Media, SEO","['Content Writing', 'Social Media', 'SEO']",108000.0,Senior Level
"Scientist, water quality","Martin, Ward and Orr",Software,"C++, Python, SQL","['C++', 'Python', 'SQL']",96000.0,Senior Level
"Librarian, public",Jackson-Rogers,Marketing,"Market Research, Google Ads","['Market Research', 'Google Ads']",145000.0,Mid Level
Radiation protection practitioner,Howell LLC,Education,"Teaching, Curriculum Design, EdTech","['Teaching', 'Curriculum Design', 'EdTech']",114000.0,Senior Level
Media buyer,Snyder Group,Finance,Python,['Python'],91000.0,Entry Level
Travel agency manager,"Gordon, Anderson and Brown",Marketing,SEO,['SEO'],130000.0,Entry Level
Quarry manager,Logan LLC,Healthcare,"Pharmaceuticals, Medical Research","['Pharmaceuticals', 'Medical Research']",79000.0,Entry Level
Professor Emeritus,Martin-Lewis,Finance,"Risk Analysis, Python, Excel, SQL","['Risk Analysis', 'Python', 'Excel', 'SQL']",110000.0,Senior Level
Translator,Blake-Rice,Education,"Teaching, EdTech, Research, Curriculum Design","['Teaching', 'EdTech', 'Research', 'Curriculum Design']",100000.0,Senior Level
Publishing rights manager,Brown-Garcia,Manufacturing,"Quality Control, Production Planning, Supply Chain","['Quality Control', 'Production Planning', 'Supply Chain']",89000.0,Senior Level
Careers information officer,"Nelson, Jordan and Padilla",Manufacturing,"Production Planning, Supply Chain, Quality Control","['Production Planning', 'Supply Chain', 'Quality Control']",130000.0,Mid Level
Volunteer coordinator,Wyatt Group,Education,"Research, EdTech, Curriculum Design","['Research', 'EdTech', 'Curriculum Design']",143000.0,Mid Level
"Copywriter, advertising","Taylor, Warren and Small",Software,"C++, React, Python, AWS","['C++', 'React', 'Python', 'AWS']",143000.0,Entry Level
Colour technologist,Mills-Scott,Retail,"Merchandising, Customer Service, Sales","['Merchandising', 'Customer Service', 'Sales']",84000.0,Senior Level
Public relations officer,"Phillips, Spears and Moore",Marketing,"Social Media, Google Ads, SEO","['Social Media', 'Google Ads', 'SEO']",126000.0,Mid Level
Air traffic controller,Diaz Group,Healthcare,Medical Research,['Medical Research'],90000.0,Entry Level
Psychiatrist,Wallace-Gill,Marketing,Market Research,['Market Research'],111000.0,Senior Level
"Social research officer, government","Cunningham, Mckee and Case",Finance,"Risk Analysis, Excel, Python","['Risk Analysis', 'Excel', 'Python']",119000.0,Mid Level
Quality manager,Choi and Sons,Retail,Customer Service,['Customer Service'],79000.0,Entry Level
Accommodation manager,Griffin PLC,Education,"Research, EdTech","['Research', 'EdTech']",47000.0,Senior Level
Stage manager,Craig Inc,Manufacturing,"Supply Chain, Quality Control","['Supply Chain', 'Quality Control']",120000.0,Mid Level
Soil scientist,"Kaiser, Wallace and Munoz",Manufacturing,"Production Planning, Supply Chain, Quality Control","['Production Planning', 'Supply Chain', 'Quality Control']",57000.0,Mid Level
Management consultant,"Brown, George and Sexton",Healthcare,"Nursing, Pharmaceuticals, Patient Care","['Nursing', 'Pharmaceuticals', 'Patient Care']",110000.0,Senior Level
"Teacher, adult education","Diaz, Cunningham and Turner",Manufacturing,"Production Planning, Supply Chain","['Production Planning', 'Supply Chain']",43000.0,Mid Level
Commercial horticulturist,Rivers and Sons,Finance,SQL,['SQL'],43000.0,Senior Level
Production engineer,"Dawson, Fleming and Brock",Retail,Customer Service,['Customer Service'],64000.0,Entry Level
Theme park manager,Fernandez Group,Manufacturing,"Supply Chain, Production Planning, Quality Control","['Supply Chain', 'Production Planning', 'Quality Control']",130000.0,Mid Level
"Designer, interior/spatial",Snyder-Hernandez,Finance,"SQL, Financial Modeling","['SQL', 'Financial Modeling']",126000.0,Entry Level
Clinical psychologist,Combs Inc,Marketing,Market Research,['Market Research'],58000.0,Senior Level
Investment analyst,Gonzales-Daniels,Manufacturing,"Supply Chain, Quality Control, Production Planning","['Supply Chain', 'Quality Control', 'Production Planning']",150000.0,Entry Level
"Nurse, mental health","Dawson, Miller and Romero",Retail,"Customer Service, Merchandising, Sales","['Customer Service', 'Merchandising', 'Sales']",140000.0,Senior Level
Local government officer,Shaffer and Sons,Manufacturing,"Quality Control, Supply Chain, Production Planning","['Quality Control', 'Supply Chain', 'Production Planning']",88000.0,Mid Level
Production engineer,"Martinez, Olson and Robinson",Healthcare,"Patient Care, Medical Research","['Patient Care', 'Medical Research']",109000.0,Mid Level
"Horticulturist, commercial",Cervantes PLC,Finance,"Financial Modeling, Risk Analysis, SQL, Python","['Financial Modeling', 'Risk Analysis', 'SQL', 'Python']",41000.0,Senior Level
Manufacturing engineer,Graham Inc,Retail,"Sales, Merchandising, Customer Service","['Sales', 'Merchandising', 'Customer Service']",63000.0,Entry Level
"Radiographer, diagnostic","Bryant, Harrell and Hamilton",Marketing,"Market Research, Content Writing","['Market Research', 'Content Writing']",79000.0,Senior Level
Production engineer,"Baker, Sanders and Schmidt",Marketing,"SEO, Content Writing, Google Ads, Social Media","['SEO', 'Content Writing', 'Google Ads', 'Social Media']",75000.0,Senior Level
Lobbyist,Rogers-Carlson,Education,"Research, EdTech","['Research', 'EdTech']",77000.0,Entry Level
Information officer,"Wong, Williams and Smith",Retail,"Customer Service, Merchandising, Sales","['Customer Service', 'Merchandising', 'Sales']",41000.0,Mid Level
Patent attorney,"Jones, Morris and Mckinney",Finance,"Excel, Financial Modeling","['Excel', 'Financial Modeling']",60000.0,Mid Level
Operational researcher,Mitchell-Peterson,Education,"EdTech, Curriculum Design, Teaching, Research","['EdTech', 'Curriculum Design', 'Teaching', 'Research']",109000.0,Mid Level
Horticultural consultant,"Williams, Adams and Carr",Manufacturing,"Quality Control, Production Planning","['Quality Control', 'Production Planning']",119000.0,Senior Level
Theatre director,"Johnson, Morris and Thompson",Finance,"Financial Modeling, Python","['Financial Modeling', 'Python']",53000.0,Senior Level
Textile designer,Morgan Inc,Education,"Research, Curriculum Design, Teaching","['Research', 'Curriculum Design', 'Teaching']",124000.0,Entry Level
Therapeutic radiographer,Allen-Gray,Finance,SQL,['SQL'],76000.0,Entry Level
"Surveyor, building",Harris Ltd,Education,EdTech,['EdTech'],126000.0,Mid Level
Human resources officer,Dunlap Group,Education,"Research, EdTech","['Research', 'EdTech']",135000.0,Mid Level
Financial trader,Hughes LLC,Marketing,Market Research,['Market Research'],142000.0,Mid Level
Haematologist,Reid-Moreno,Education,"Teaching, EdTech, Curriculum Design","['Teaching', 'EdTech', 'Curriculum Design']",147000.0,Senior Level
"Horticulturist, amenity","Black, Glenn and Ray",Software,C++,['C++'],134000.0,Entry Level
Psychiatric nurse,Rocha and Sons,Marketing,Google Ads,['Google Ads'],89000.0,Mid Level
Adult guidance worker,"Mills, Arnold and Gates",Marketing,"Content Writing, Market Research","['Content Writing', 'Market Research']",90000.0,Senior Level
"Civil engineer, consulting","Chan, Wong and Thompson",Finance,"Python, SQL, Risk Analysis, Excel","['Python', 'SQL', 'Risk Analysis', 'Excel']",55000.0,Mid Level
"Biochemist, clinical","Davila, Lyons and Webb",Manufacturing,"Supply Chain, Quality Control","['Supply Chain', 'Quality Control']",60000.0,Mid Level
Colour technologist,"Barrett, Sampson and Landry",Education,"Teaching, Curriculum Design, EdTech","['Teaching', 'Curriculum Design', 'EdTech']",60000.0,Mid Level
Adult guidance worker,Hill-Boone,Healthcare,"Medical Research, Patient Care, Pharmaceuticals","['Medical Research', 'Patient Care', 'Pharmaceuticals']",52000.0,Senior Level
"Conservator, museum/gallery",Willis LLC,Retail,Sales,['Sales'],111000.0,Senior Level
"Designer, ceramics/pottery",Miller-Harmon,Education,"Curriculum Design, EdTech, Teaching","['Curriculum Design', 'EdTech', 'Teaching']",141000.0,Senior Level
Occupational hygienist,"Ryan, Allen and Stewart",Manufacturing,Quality Control,['Quality Control'],59000.0,Mid Level
Agricultural engineer,Fernandez-Russell,Healthcare,"Medical Research, Patient Care, Pharmaceuticals","['Medical Research', 'Patient Care', 'Pharmaceuticals']",148000.0,Mid Level
"Psychologist, counselling",Owens-Conner,Marketing,"Market Research, Social Media","['Market Research', 'Social Media']",133000.0,Mid Level
"Surveyor, land/geomatics",Bryant Ltd,Education,"Teaching, Research, Curriculum Design","['Teaching', 'Research', 'Curriculum Design']",51000.0,Senior Level
Publishing copy,Torres-Jackson,Retail,"Merchandising, Sales, Customer Service","['Merchandising', 'Sales', 'Customer Service']",57000.0,Entry Level
Financial trader,Brown-Edwards,Retail,"Sales, Merchandising, Customer Service","['Sales', 'Merchandising', 'Customer Service']",116000.0,Senior Level
Immunologist,Peters-Miller,Manufacturing,Quality Control,['Quality Control'],102000.0,Entry Level
Building control surveyor,"Gates, Lewis and Johnson",Education,Curriculum Design,['Curriculum Design'],42000.0,Mid Level
Civil Service fast streamer,"Lopez, Shaffer and Mooney",Manufacturing,"Production Planning, Quality Control, Supply Chain","['Production Planning', 'Quality Control', 'Supply Chain']",54000.0,Mid Level
Hospital doctor,Hendricks and Sons,Software,"React, SQL, Python","['React', 'SQL', 'Python']",127000.0,Entry Level
Neurosurgeon,"Morris, Phillips and Sullivan",Education,"Curriculum Design, Teaching","['Curriculum Design', 'Teaching']",124000.0,Mid Level
"Engineer, site","Wilkerson, Brown and Oliver",Software,SQL,['SQL'],75000.0,Mid Level
Trade union research officer,Kaufman LLC,Software,Machine Learning,['Machine Learning'],135000.0,Mid Level
Freight forwarder,Goodwin-Chan,Manufacturing,"Supply Chain, Quality Control, Production Planning","['Supply Chain', 'Quality Control', 'Production Planning']",58000.0,Entry Level
Optometrist,Thornton PLC,Retail,Merchandising,['Merchandising'],138000.0,Entry Level
Gaffer,"Hodges, Rowland and Taylor",Education,"Curriculum Design, EdTech, Research, Teaching","['Curriculum Design', 'EdTech', 'Research', 'Teaching']",108000.0,Entry Level
Restaurant manager,"Rojas, Lane and Ball",Finance,"SQL, Python, Excel","['SQL', 'Python', 'Excel']",69000.0,Senior Level
Best boy,Salazar-Miller,Finance,"Python, Risk Analysis","['Python', 'Risk Analysis']",144000.0,Senior Level
Manufacturing systems engineer,Olson and Sons,Healthcare,Medical Research,['Medical Research'],82000.0,Senior Level
Production engineer,Morales Inc,Marketing,"SEO, Google Ads, Content Writing","['SEO', 'Google Ads', 'Content Writing']",85000.0,Senior Level
"Accountant, chartered","Wagner, Lopez and Tran",Manufacturing,"Production Planning, Quality Control, Supply Chain","['Production Planning', 'Quality Control', 'Supply Chain']",79000.0,Senior Level
Wellsite geologist,"Rollins, Perkins and Daniels",Healthcare,"Pharmaceuticals, Patient Care","['Pharmaceuticals', 'Patient Care']",51000.0,Mid Level
"Engineer, manufacturing","Harper, Romero and Jones",Retail,"Sales, Merchandising","['Sales', 'Merchandising']",43000.0,Entry Level
Regulatory affairs officer,"Long, Jackson and Davies",Retail,"Customer Service, Sales","['Customer Service', 'Sales']",80000.0,Mid Level
Fine artist,"Patel, Sutton and Christian",Software,"Machine Learning, Java","['Machine Learning', 'Java']",139000.0,Entry Level
"Civil engineer, contracting",Scott Group,Healthcare,"Patient Care, Nursing, Pharmaceuticals, Medical Research","['Patient Care', 'Nursing', 'Pharmaceuticals', 'Medical Research']",135000.0,Mid Level
Cytogeneticist,Rodriguez-Rodriguez,Manufacturing,Production Planning,['Production Planning'],86000.0,Entry Level
Chief Executive Officer,Nicholson-Mayer,Manufacturing,"Supply Chain, Production Planning, Quality Control","['Supply Chain', 'Production Planning', 'Quality Control']",86000.0,Entry Level
Mining engineer,"Smith, Oliver and Callahan",Software,SQL,['SQL'],83000.0,Mid Level
Bonds trader,Harper-Love,Marketing,"Social Media, Market Research, Google Ads","['Social Media', 'Market Research', 'Google Ads']",145000.0,Senior Level
Lobbyist,Hernandez-Barton,Education,"Research, EdTech, Curriculum Design","['Research', 'EdTech', 'Curriculum Design']",110000.0,Mid Level
Meteorologist,"Charles, Nelson and Mccarthy",Retail,"Customer Service, Sales","['Customer Service', 'Sales']",130000.0,Entry Level
"Engineer, manufacturing","Blevins, Oliver and Morrison",Education,"EdTech, Curriculum Design, Research","['EdTech', 'Curriculum Design', 'Research']",74000.0,Senior Level
International aid/development worker,"Campbell, Padilla and Baldwin",Software,"Python, SQL, React","['Python', 'SQL', 'React']",62000.0,Senior Level
"Designer, industrial/product","Horn, Edwards and Harris",Healthcare,Pharmaceuticals,['Pharmaceuticals'],147000.0,Entry Level
Immunologist,Trevino Ltd,Marketing,"Content Writing, Google Ads, SEO","['Content Writing', 'Google Ads', 'SEO']",59000.0,Senior Level
Editorial assistant,Cain LLC,Software,"SQL, Java, C++","['SQL', 'Java', 'C++']",63000.0,Senior Level
Acupuncturist,Mitchell PLC,Marketing,"SEO, Content Writing, Market Research","['SEO', 'Content Writing', 'Market Research']",59000.0,Mid Level
Pensions consultant,"Berry, Mcgee and Washington",Education,"Curriculum Design, Teaching, EdTech, Research","['Curriculum Design', 'Teaching', 'EdTech', 'Research']",73000.0,Mid Level
"Scientist, forensic","Romero, Ellis and Allison",Finance,"Excel, SQL, Financial Modeling","['Excel', 'SQL', 'Financial Modeling']",99000.0,Senior Level
Farm manager,Moore-Lewis,Retail,"Sales, Customer Service, Merchandising","['Sales', 'Customer Service', 'Merchandising']",76000.0,Entry Level
"Administrator, charities/voluntary organisations",Miller Group,Manufacturing,"Quality Control, Supply Chain, Production Planning","['Quality Control', 'Supply Chain', 'Production Planning']",49000.0,Mid Level
Homeopath,Melton-Taylor,Finance,"Excel, Financial Modeling, SQL","['Excel', 'Financial Modeling', 'SQL']",62000.0,Mid Level
Armed forces logistics/support/administrative officer,Barry-Stokes,Education,Teaching,['Teaching'],142000.0,Entry Level
Translator,Wright-White,Retail,"Merchandising, Customer Service, Sales","['Merchandising', 'Customer Service', 'Sales']",148000.0,Entry Level
Financial risk analyst,"Chan, Hernandez and Smith",Software,"C++, React, Machine Learning","['C++', 'React', 'Machine Learning']",83000.0,Mid Level
Brewing technologist,Young Group,Marketing,"SEO, Market Research, Social Media, Content Writing","['SEO', 'Market Research', 'Social Media', 'Content Writing']",78000.0,Senior Level
Systems developer,Carter-Marsh,Retail,"Customer Service, Merchandising, Sales","['Customer Service', 'Merchandising', 'Sales']",71000.0,Mid Level
"Production designer, theatre/television/film",Butler-Watts,Education,"Teaching, EdTech","['Teaching', 'EdTech']",77000.0,Entry Level
Astronomer,Miller Group,Healthcare,Medical Research,['Medical Research'],121000.0,Mid Level
"Production assistant, television",Diaz Ltd,Finance,"Risk Analysis, Financial Modeling","['Risk Analysis', 'Financial Modeling']",82000.0,Entry Level
Cabin crew,Wright and Sons,Education,"Teaching, EdTech, Curriculum Design","['Teaching', 'EdTech', 'Curriculum Design']",85000.0,Senior Level
"Lecturer, further education",Holmes-Walters,Healthcare,"Patient Care, Medical Research, Pharmaceuticals, Nursing","['Patient Care', 'Medical Research', 'Pharmaceuticals', 'Nursing']",136000.0,Senior Level
"Therapist, drama","Garcia, Marsh and Stevenson",Software,"Java, Python, SQL","['Java', 'Python', 'SQL']",106000.0,Mid Level
Site engineer,Morris-Hughes,Manufacturing,Production Planning,['Production Planning'],127000.0,Entry Level
Press sub,"Blair, Rice and Johnson",Marketing,"Social Media, Content Writing, SEO, Google Ads","['Social Media', 'Content Writing', 'SEO', 'Google Ads']",43000.0,Senior Level
Scientific laboratory technician,Lee-Todd,Education,"Research, EdTech, Curriculum Design","['Research', 'EdTech', 'Curriculum Design']",92000.0,Mid Level
"Scientist, marine",Allen Group,Software,"Machine Learning, Java","['Machine Learning', 'Java']",145000.0,Senior Level
Advertising account planner,Smith-Smith,Finance,"Financial Modeling, Risk Analysis, SQL, Excel","['Financial Modeling', 'Risk Analysis', 'SQL', 'Excel']",147000.0,Mid Level
Curator,Mitchell-Lee,Retail,"Merchandising, Customer Service","['Merchandising', 'Customer Service']",70000.0,Entry Level
"Engineer, electrical",Johnson-Bolton,Finance,"SQL, Excel, Financial Modeling","['SQL', 'Excel', 'Financial Modeling']",67000.0,Senior Level
Radiation protection practitioner,Richardson-Allen,Marketing,Market Research,['Market Research'],105000.0,Senior Level
Telecommunications researcher,Jones-Sanders,Retail,"Customer Service, Sales","['Customer Service', 'Sales']",74000.0,Mid Level
Civil Service fast streamer,Ramirez-Riddle,Marketing,"Social Media, Google Ads, Content Writing, SEO","['Social Media', 'Google Ads', 'Content Writing', 'SEO']",44000.0,Mid Level
Media planner,"Castillo, Padilla and Stanley",Education,"Curriculum Design, EdTech","['Curriculum Design', 'EdTech']",57000.0,Entry Level
Optometrist,Collins LLC,Manufacturing,"Production Planning, Supply Chain, Quality Control","['Production Planning', 'Supply Chain', 'Quality Control']",91000.0,Entry Level
Careers adviser,"Hernandez, Bailey and Flores",Marketing,"Market Research, Content Writing, Google Ads","['Market Research', 'Content Writing', 'Google Ads']",132000.0,Entry Level
"Accountant, chartered","Davila, Moran and Obrien",Marketing,"Google Ads, Social Media, SEO, Market Research","['Google Ads', 'Social Media', 'SEO', 'Market Research']",57000.0,Entry Level
"Lecturer, further education",James-Mcconnell,Healthcare,"Patient Care, Nursing","['Patient Care', 'Nursing']",104000.0,Senior Level
Clinical biochemist,"Fox, Perry and Ramirez",Healthcare,"Patient Care, Medical Research","['Patient Care', 'Medical Research']",127000.0,Mid Level
